resume_seq,reg_date,updated_date,degree,graduate_date,hope_salary,last_salary,job_code_seq1,career_job_code,hischool_type_seq,hischool_special_type,hischool_nation,hischool_gender,hischool_location_seq,univ_type_seq1,univ_type_seq2,univ_transfer,univ_location,univ_major_type,univ_score,language,score,job,certificate_cnt,career
U01182,5,4,4,1,0.0,6.0,7,3,21,1,2,3,7,5,5,0,10,9,4,5,3,5,1,5
U01183,20,1,4,2,0.0,0.0,7,4,21,1,2,3,3,5,5,0,3,3,3,5,3,0,0,5
U01184,13,4,4,1,3.0,3.0,7,4,0,0,1,0,0,5,5,0,17,9,2,5,3,3,1,2
U01185,19,1,4,1,0.0,1.0,7,4,21,1,0,3,6,3,5,0,11,9,2,5,3,5,3,6
U01186,20,11,4,0,3.0,4.0,7,3,0,0,1,0,0,0,0,0,0,9,2,0,0,5,0,6
U01187,18,4,4,1,0.0,0.0,7,4,0,0,1,0,0,5,5,0,7,9,3,5,3,0,7,6
U01188,16,3,4,1,3.0,3.0,7,4,21,1,0,1,3,5,5,0,3,9,2,5,3,0,4,2
U01189,20,6,4,0,0.0,1.0,7,3,0,0,1,0,0,0,0,0,0,9,2,5,3,1,1,6
U01190,18,6,4,2,0.0,0.0,7,2,0,0,1,0,0,5,5,0,5,3,3,5,3,10,1,0
U01191,20,5,4,1,3.0,0.0,7,3,21,1,2,3,3,5,5,0,3,4,2,5,3,5,2,6
U01192,16,10,4,1,0.0,3.0,7,4,21,1,2,3,3,5,5,0,3,4,2,5,3,5,0,2
U01193,17,1,4,1,0.0,4.0,7,4,21,1,2,1,14,5,5,0,5,9,1,5,3,5,0,5
U01194,18,7,4,1,0.0,0.0,7,4,21,2,2,1,3,5,5,0,10,0,3,5,3,1,2,5
U01195,17,5,4,0,0.0,0.0,7,4,21,1,2,3,3,5,5,0,3,9,2,0,0,9,2,6
U01196,20,4,4,1,0.0,0.0,7,1,21,1,0,3,4,5,5,0,3,9,2,5,3,1,1,6
U01197,19,2,4,0,2.0,3.0,7,4,21,1,0,1,5,5,5,0,3,9,2,0,0,5,0,6
U01198,20,11,4,0,0.0,0.0,7,4,21,1,2,2,0,5,5,0,15,5,2,5,3,0,3,6
U01199,15,5,4,1,3.0,3.0,7,4,21,1,2,3,3,3,6,0,3,4,2,5,3,5,0,5
U01200,19,0,4,0,0.0,0.0,7,4,21,1,2,3,3,5,5,0,3,4,2,5,3,1,3,6
U01201,19,0,4,1,3.0,3.0,7,4,21,1,2,3,13,5,5,0,5,9,1,5,3,1,0,5
U01202,12,10,4,1,0.0,4.0,7,4,21,1,2,3,10,5,5,0,7,9,1,5,3,5,1,5
U01203,20,3,3,0,0.0,2.0,7,4,21,1,0,1,5,5,7,0,3,9,1,5,3,5,1,2
U01204,16,10,4,2,5.0,5.0,7,4,21,1,2,2,3,5,5,0,5,5,2,5,3,7,1,5
U01205,9,5,4,1,5.0,4.0,7,2,21,1,0,3,5,5,5,0,3,19,2,5,3,1,2,5
U01206,15,7,4,1,0.0,3.0,7,2,0,0,1,0,3,3,5,0,3,9,3,5,3,7,1,4
U01207,20,3,4,1,0.0,0.0,7,4,0,0,1,0,0,5,5,0,3,0,3,5,3,0,2,6
U01208,18,0,4,1,0.0,2.0,7,4,21,1,0,1,3,5,5,0,3,4,3,5,3,0,0,6
U01209,15,5,4,1,0.0,3.0,7,4,21,1,2,3,3,5,5,0,3,9,2,5,3,1,2,2
U01210,20,0,4,1,0.0,1.0,7,1,19,3,2,1,5,5,5,0,3,9,3,5,3,6,1,6
U01211,10,1,4,1,4.0,4.0,7,4,0,0,1,0,0,3,5,0,14,4,2,5,3,5,0,5
U01212,19,2,4,2,0.0,3.0,7,2,21,1,2,2,10,5,5,0,17,4,4,5,3,10,4,4
U01213,19,2,2,3,0.0,5.0,7,4,0,0,1,0,0,5,5,0,17,0,4,5,3,7,0,0
U01214,19,0,4,0,0.0,0.0,7,2,21,1,0,1,3,0,0,0,0,4,2,0,1,3,5,6
U01215,12,5,4,2,0.0,0.0,7,4,21,1,2,2,3,5,5,0,3,23,2,5,3,5,1,6
U01216,8,1,4,1,0.0,0.0,7,4,0,0,1,0,0,5,5,0,7,9,2,5,3,5,1,5
U01217,15,2,4,1,2.0,1.0,7,4,21,1,2,2,3,5,5,0,10,0,4,5,3,7,1,2
U01218,20,7,4,1,0.0,0.0,2,1,21,2,2,1,14,5,5,0,5,7,2,5,3,0,5,6
U01219,17,9,5,2,2.0,2.0,7,4,0,0,1,0,11,5,5,0,3,3,3,5,3,0,1,4
U01220,18,1,4,1,0.0,0.0,7,4,21,2,2,1,3,0,0,0,0,9,1,5,3,5,0,6
U01221,20,10,4,2,0.0,2.0,7,4,21,1,2,3,8,5,10,0,5,9,4,0,1,1,2,2
U01222,15,3,4,1,2.0,2.0,7,3,21,1,0,1,3,0,0,0,0,5,2,5,3,0,1,6
U01223,15,7,4,2,4.0,4.0,7,4,0,0,1,0,5,5,5,0,10,4,1,5,3,10,1,5
U01224,18,3,4,1,0.0,0.0,7,4,21,1,0,2,13,5,5,0,5,12,2,5,3,5,3,6
U01225,20,5,4,1,0.0,0.0,7,1,21,1,2,3,12,5,5,0,11,9,1,5,3,5,0,6
U01226,18,5,4,2,0.0,2.0,7,4,21,1,2,2,3,5,5,0,10,0,3,5,3,10,2,5
U01227,8,10,4,1,5.0,4.0,7,4,21,1,2,2,3,5,5,0,3,9,3,5,3,9,0,5
U01228,20,9,4,1,3.0,3.0,7,4,21,1,2,3,12,5,5,0,3,9,2,5,3,5,0,2
U01229,20,2,4,0,0.0,0.0,7,4,16,4,2,3,17,0,0,0,0,9,2,5,3,0,3,6
U01230,11,10,4,1,0.0,7.0,7,4,21,1,2,2,3,5,5,0,5,3,2,5,3,7,3,5
U01231,20,9,4,1,0.0,0.0,7,4,0,0,1,0,0,0,0,0,0,9,1,5,3,5,3,6
U01232,20,3,4,1,2.0,2.0,2,4,21,1,2,3,4,5,5,0,4,5,2,5,3,8,1,6
U01233,20,9,3,0,2.0,2.0,7,3,0,0,1,0,0,5,10,0,5,9,2,5,3,5,0,2
U01234,20,4,4,1,3.0,3.0,7,4,21,1,2,2,17,3,5,0,10,12,2,5,3,7,0,4
U01235,20,5,4,0,2.0,1.0,7,3,21,2,0,3,10,3,5,0,10,19,2,5,3,1,1,6
U01236,20,2,4,2,4.0,4.0,2,4,0,0,1,0,3,5,5,0,5,16,4,5,3,1,0,5
U01237,15,7,4,2,0.0,5.0,7,4,0,0,1,0,3,5,5,0,3,8,2,5,3,5,0,5
U01238,8,10,4,2,7.0,7.0,7,1,21,1,2,2,3,5,5,0,5,0,3,5,3,0,0,5
U01239,4,6,4,2,0.0,3.0,7,4,21,1,0,3,5,5,5,0,3,20,3,5,3,1,1,5
U01240,15,8,4,1,3.0,3.0,7,4,21,1,0,3,3,5,5,0,5,9,3,5,3,1,0,4
U01241,20,9,4,0,2.0,3.0,7,4,0,0,1,0,0,5,5,0,12,9,1,5,3,5,0,6
U01242,20,3,4,1,2.0,2.0,7,4,21,1,2,2,3,3,5,0,3,9,4,5,3,10,4,6
U01243,20,1,4,2,4.0,5.0,2,1,21,2,0,3,5,5,5,0,3,10,3,5,3,10,4,5
U01244,19,9,4,0,0.0,2.0,7,4,21,1,0,3,13,5,5,0,3,19,2,5,3,5,1,6
U01245,20,9,4,1,2.0,2.0,7,0,21,1,2,3,3,5,5,0,3,5,2,5,3,9,3,2
U01246,17,2,3,1,4.0,4.0,7,4,21,1,2,3,5,5,10,0,18,5,2,5,3,10,0,5
U01247,15,0,4,2,0.0,3.0,7,4,0,0,1,0,0,5,5,0,7,9,1,5,3,3,2,2
U01248,18,11,4,2,3.0,3.0,7,4,21,1,2,2,7,5,5,0,7,10,2,5,3,10,0,5
U01249,20,7,3,1,0.0,1.0,7,4,21,1,0,3,13,4,5,0,13,9,2,5,3,5,0,6
U01250,20,8,4,1,2.0,2.0,7,4,21,1,0,1,3,5,5,0,19,3,2,5,3,7,3,6
U01251,11,4,4,1,3.0,3.0,7,4,21,1,2,1,3,5,5,0,3,9,2,5,3,3,0,4
U01252,16,4,4,0,0.0,0.0,7,4,21,1,0,1,3,5,5,0,3,9,2,5,3,5,1,5
U01253,20,6,4,1,0.0,0.0,7,4,0,0,1,0,7,3,5,0,18,3,3,5,3,0,1,6
U01254,20,3,3,2,0.0,0.0,7,2,0,0,1,0,0,5,5,0,8,2,1,5,3,7,0,5
U01255,19,6,4,1,0.0,2.0,7,4,21,1,0,1,5,5,5,0,18,0,2,5,3,5,1,6
U01256,18,10,4,0,0.0,3.0,7,4,21,1,2,1,5,5,5,0,3,9,3,5,3,1,4,6
U01257,14,10,4,0,0.0,0.0,7,4,0,0,1,0,5,5,10,0,5,9,2,5,3,5,2,6
U01258,20,0,4,1,0.0,0.0,7,1,21,1,2,3,3,5,5,0,3,9,2,5,3,3,0,6
U01259,20,7,4,0,2.0,2.0,7,1,21,1,0,1,3,4,5,0,13,3,2,5,3,0,2,2
U01260,20,0,4,2,0.0,0.0,2,4,21,1,2,3,3,5,5,0,3,0,3,5,3,1,1,6
U01261,14,5,4,1,0.0,3.0,7,4,0,0,1,0,0,3,5,0,6,4,2,5,3,5,1,4
U01262,20,5,4,0,0.0,0.0,7,4,21,1,0,1,3,0,0,0,0,9,3,5,3,5,3,6
U01263,12,1,4,2,0.0,5.0,7,4,21,1,0,1,5,5,5,0,3,10,3,5,3,0,1,5
U01264,10,5,4,2,0.0,0.0,7,4,0,0,1,0,0,3,5,0,4,9,2,5,3,3,2,5
U01265,19,4,4,0,2.0,6.0,7,4,21,1,2,3,3,5,5,0,3,9,2,5,3,5,1,6
U01266,17,8,4,1,0.0,0.0,7,4,21,1,0,3,3,0,0,0,0,19,4,5,3,5,2,4
U01267,20,11,4,2,0.0,0.0,7,4,21,1,2,3,18,5,5,0,18,4,2,5,3,5,0,1
U01268,18,11,4,1,0.0,0.0,7,4,21,1,2,2,3,5,5,0,17,9,3,5,3,0,1,6
U01269,18,5,4,2,0.0,4.0,7,4,21,1,2,2,9,5,5,0,7,3,2,5,3,9,0,5
U01270,19,2,4,0,2.0,1.0,7,4,21,1,0,3,3,5,5,0,3,9,2,5,3,3,1,6
U01271,20,10,4,2,7.0,6.0,7,4,21,1,0,1,3,5,5,0,5,19,4,5,3,5,0,5
U01272,20,4,4,0,0.0,0.0,7,4,21,1,0,1,4,5,5,0,10,9,3,5,3,5,4,6
U01273,20,2,4,1,0.0,2.0,7,4,21,2,0,2,6,5,5,0,11,10,2,5,3,10,1,6
U01274,8,9,2,0,0.0,4.0,7,4,0,0,1,0,0,0,0,0,0,5,2,5,3,9,2,5
U01275,16,2,4,1,2.0,0.0,4,4,21,1,2,1,14,3,5,0,14,20,2,5,3,5,1,6
U01276,11,8,4,1,0.0,3.0,7,4,21,1,2,3,3,0,0,0,0,9,1,5,3,0,2,4
U01277,20,8,4,1,2.0,1.0,7,4,21,1,0,3,5,5,5,0,3,5,2,5,3,0,1,6
U01278,20,10,4,0,2.0,2.0,4,3,21,1,0,1,11,5,5,0,3,9,4,5,3,5,4,6
U01279,19,7,4,1,0.0,0.0,7,1,21,1,0,3,8,5,5,0,3,9,2,5,3,3,1,6
U01280,20,10,4,1,0.0,0.0,7,1,21,1,2,3,3,5,5,0,3,3,2,0,0,0,3,6
U01281,19,2,4,3,0.0,7.0,7,4,21,1,0,2,9,5,5,0,7,8,2,5,3,10,0,0
U01282,14,1,4,2,0.0,2.0,4,4,0,0,1,0,0,5,5,0,7,9,2,5,3,5,0,2
U01283,20,9,4,1,3.0,3.0,7,4,0,0,1,0,0,5,5,0,5,3,3,5,3,10,0,2
U01284,15,8,4,1,0.0,3.0,7,4,0,0,1,0,0,5,5,0,11,4,3,5,3,8,0,2
U01285,14,3,4,1,0.0,0.0,7,3,21,1,2,3,15,3,5,0,15,4,4,5,3,5,5,2
U01286,19,3,4,1,0.0,1.0,7,1,21,1,2,3,6,3,5,0,6,4,2,5,3,5,2,6
U01287,19,9,4,2,3.0,3.0,7,4,8,4,2,1,3,0,0,0,0,18,4,5,3,10,0,2
U01288,13,1,4,1,0.0,4.0,7,4,21,1,2,3,6,5,5,0,9,9,4,5,3,1,0,4
U01289,19,9,4,0,0.0,0.0,7,4,21,1,0,1,12,5,5,0,12,19,3,5,3,5,4,6
U01290,15,5,4,1,0.0,2.0,7,4,21,1,2,1,3,5,5,0,3,10,3,5,3,0,0,2
U01291,14,2,3,0,2.0,2.0,2,2,21,1,2,3,3,5,7,0,3,3,4,5,3,4,1,2
U01292,19,3,4,1,2.0,2.0,7,0,21,1,0,1,5,5,8,0,17,3,1,5,3,0,1,2
U01293,19,8,4,1,3.0,3.0,7,4,21,1,0,1,3,5,5,0,3,9,2,5,3,0,2,4
U01294,16,2,4,1,2.0,2.0,2,4,21,1,2,3,3,5,5,0,3,9,1,5,3,5,0,2
U01295,19,3,3,0,0.0,0.0,7,4,19,3,2,1,5,5,5,0,3,9,2,5,3,5,0,6
U01296,12,3,4,3,0.0,7.0,7,4,0,0,1,0,0,5,5,0,18,9,2,5,3,5,1,1
U01297,13,4,4,1,0.0,0.0,7,3,21,1,0,1,3,5,5,0,17,9,1,5,3,1,1,5
U01298,12,3,4,1,0.0,4.0,7,4,21,1,2,1,5,5,5,0,5,9,3,5,3,5,1,2
U01299,19,11,4,1,0.0,0.0,7,1,0,0,1,0,0,5,5,0,3,9,4,5,3,5,0,2
U01300,19,8,4,1,0.0,3.0,7,3,0,0,1,0,0,5,5,0,11,9,2,5,3,5,2,4
U01301,20,11,4,1,0.0,0.0,7,4,21,1,2,2,3,5,5,0,5,19,3,0,0,5,5,2
U01302,20,3,4,2,3.0,3.0,2,1,0,0,1,0,0,5,5,0,15,18,2,5,3,6,0,4
U01303,9,2,4,1,0.0,3.0,4,4,21,1,2,3,7,5,5,0,7,10,3,5,3,5,1,4
U01304,20,9,4,1,3.0,3.0,7,2,21,1,2,2,3,5,10,1,5,3,2,5,3,10,2,2
U01305,15,10,4,2,0.0,3.0,7,4,21,1,2,3,3,5,5,0,3,9,4,5,3,5,1,4
U01306,9,4,4,2,0.0,6.0,7,4,21,1,2,2,11,5,5,0,11,18,2,5,3,1,0,0
U01307,13,10,4,2,3.0,2.0,7,4,0,0,1,0,0,3,5,0,4,0,2,5,3,10,4,4
U01308,12,0,4,2,0.0,3.0,7,4,0,0,1,0,3,5,5,0,3,0,3,5,3,1,1,5
U01309,18,1,4,1,5.0,4.0,7,4,21,1,2,2,3,5,5,0,3,3,3,5,3,7,2,5
U01310,16,1,4,1,5.0,5.0,7,3,21,1,0,3,13,5,5,0,13,19,2,5,3,5,0,4
U01311,20,11,4,1,0.0,0.0,7,1,21,1,0,1,6,5,5,0,3,9,3,0,2,0,2,6
U01312,20,4,5,1,0.0,3.0,7,1,0,0,1,0,0,5,5,0,5,0,2,0,1,0,3,4
U01313,19,0,4,1,2.0,2.0,7,1,21,1,0,2,11,5,5,0,11,4,3,5,3,0,0,6
U01314,11,0,4,1,0.0,5.0,7,4,21,1,0,3,0,5,5,0,3,9,2,5,3,5,1,4
U01315,16,6,4,1,0.0,2.0,2,4,21,1,0,3,9,5,5,0,7,9,2,5,3,10,2,2
U01316,18,2,4,1,0.0,2.0,7,0,21,1,2,3,3,5,5,0,5,19,2,5,3,6,0,6
U01317,20,10,2,0,0.0,4.0,7,4,21,1,2,1,11,3,5,0,11,9,4,5,3,9,0,5
U01318,20,3,5,2,3.0,3.0,7,1,21,1,2,3,3,3,5,0,3,9,2,5,3,1,0,6
U01319,20,10,4,0,0.0,0.0,7,4,0,0,1,0,0,0,0,0,0,9,2,0,1,0,1,6
U01320,15,5,4,1,0.0,0.0,7,4,21,1,0,3,4,5,5,0,3,19,2,5,3,0,1,6
U01321,10,1,4,1,3.0,3.0,7,4,21,2,2,2,3,5,5,0,3,9,2,5,3,0,3,4
U01322,17,2,2,0,0.0,0.0,7,3,21,1,2,3,3,5,5,0,3,9,2,5,3,5,1,6
U01323,18,3,4,0,0.0,0.0,7,2,21,1,0,1,3,5,5,0,5,3,2,5,3,0,0,6
U01324,20,2,4,1,0.0,0.0,7,4,21,2,0,2,14,5,5,0,3,0,3,0,1,0,1,6
U01325,18,11,4,1,2.0,2.0,7,4,21,1,2,3,3,5,5,0,3,9,2,5,3,5,1,6
U01326,20,2,5,2,0.0,3.0,2,4,21,1,2,1,3,5,5,0,5,19,3,5,3,1,0,2
U01327,20,4,4,1,1.0,1.0,7,4,21,1,2,3,3,5,5,0,5,9,2,5,3,5,0,6
U01328,15,0,4,1,0.0,0.0,7,4,21,1,0,1,14,3,5,0,14,9,2,5,3,5,0,4
U01329,13,7,4,1,0.0,3.0,7,1,21,1,2,2,3,5,5,0,5,5,2,5,3,10,3,2
U01330,20,11,4,2,0.0,0.0,7,4,0,0,1,0,0,0,0,0,0,9,2,5,3,0,2,4
U01331,20,2,4,1,2.0,2.0,7,5,0,0,1,0,0,5,5,0,3,9,3,5,3,3,1,6
U01332,19,6,4,0,2.0,2.0,7,4,21,1,2,1,3,0,0,0,0,9,2,5,3,5,2,6
U01333,20,10,4,1,0.0,3.0,7,4,0,0,1,0,4,5,5,0,3,9,3,5,3,9,1,5
U01334,10,4,4,2,5.0,4.0,7,4,21,1,0,3,8,5,5,0,8,9,3,5,3,1,0,5
U01335,20,8,4,0,0.0,0.0,7,4,21,1,2,3,14,5,5,0,3,9,2,5,3,0,0,6
U01336,20,9,3,0,1.0,1.0,7,4,21,1,0,3,5,5,10,0,5,9,1,5,3,5,1,6
U01337,20,2,4,0,0.0,0.0,7,4,21,1,2,2,3,0,0,0,0,9,4,5,3,0,3,6
U01338,15,11,4,1,2.0,2.0,7,4,18,4,0,1,13,5,10,0,3,9,2,5,3,5,4,2
U01339,18,8,4,1,0.0,0.0,7,1,21,1,0,1,5,5,5,0,17,9,2,5,3,0,1,2
U01340,20,3,4,0,1.0,2.0,7,4,0,0,1,0,0,3,5,0,10,20,2,5,3,0,7,6
U01341,20,9,4,1,0.0,2.0,7,4,21,1,2,1,3,5,5,0,3,4,3,0,0,10,0,6
U01342,4,4,4,1,0.0,5.0,7,4,0,0,1,0,0,5,5,0,13,19,3,5,3,7,1,5
U01343,17,9,4,1,5.0,4.0,7,4,21,1,2,3,5,5,5,0,18,9,3,5,3,3,0,5
U01344,16,1,4,2,4.0,0.0,7,4,21,1,0,3,4,5,5,0,4,8,2,5,3,1,1,0
U01345,19,5,4,1,0.0,2.0,7,3,21,1,2,3,3,5,5,0,18,9,2,5,3,3,1,2
U01346,18,4,4,1,2.0,3.0,7,4,21,1,2,3,3,5,5,0,3,9,3,5,3,5,4,6
U01347,19,11,4,1,1.0,1.0,7,4,0,0,1,0,0,5,5,0,10,8,2,5,3,0,0,6
U01348,13,0,4,1,0.0,0.0,7,3,21,1,0,3,6,5,5,0,18,9,4,5,3,5,0,5
U01349,19,4,4,1,0.0,2.0,7,5,21,1,0,1,5,0,0,0,0,9,3,0,2,0,2,6
U01350,20,2,4,1,0.0,0.0,7,4,0,0,1,0,0,5,5,0,11,9,3,1,0,1,2,6
U01351,17,4,4,1,5.0,5.0,7,4,21,1,0,3,11,5,5,0,3,9,1,5,3,5,0,4
U01352,12,10,4,2,7.0,10.0,7,4,21,1,2,2,11,5,5,0,11,5,3,5,3,6,0,1
U01353,13,11,4,1,2.0,2.0,7,4,21,1,2,3,5,5,5,0,17,0,3,5,3,4,0,2
U01354,19,11,4,0,0.0,0.0,7,2,21,1,0,2,13,5,5,0,17,9,2,5,3,0,5,6
U01355,19,3,4,1,2.0,0.0,7,4,21,1,2,3,3,5,5,0,3,9,3,0,0,5,2,6
U01356,16,7,4,1,3.0,3.0,7,2,21,1,0,1,3,0,0,0,0,0,4,5,3,0,0,4
U01357,19,7,4,1,0.0,2.0,7,4,0,0,1,0,0,5,5,0,8,9,2,0,0,8,1,6
U01358,20,7,2,0,4.0,5.0,7,4,21,1,2,1,3,5,10,0,4,19,2,5,3,7,2,5
U01359,18,3,4,1,2.0,1.0,2,1,21,2,2,2,3,0,0,0,0,3,4,5,3,1,1,6
U01360,9,0,4,1,4.0,0.0,7,4,21,1,0,3,6,5,5,0,10,19,2,5,3,0,3,5
U01361,13,10,4,1,3.0,0.0,7,4,22,1,2,1,5,5,5,0,3,8,2,5,3,10,3,4
U01362,18,7,4,1,0.0,0.0,7,4,2,4,0,1,7,5,5,0,7,9,2,5,3,5,6,6
U01363,20,6,4,1,2.0,1.0,7,4,21,1,2,3,9,5,5,0,9,9,2,0,0,0,3,2
U01364,20,1,4,0,1.0,1.0,7,5,0,0,1,0,5,3,5,0,4,9,4,5,3,5,0,6
U01365,20,11,4,0,0.0,3.0,7,3,0,0,1,0,0,0,0,0,0,9,1,5,3,9,2,2
U01366,19,0,4,1,2.0,1.0,7,4,21,1,0,2,3,5,5,0,3,9,3,0,1,5,1,6
U01367,20,5,4,0,1.0,2.0,7,4,21,1,2,2,11,5,5,0,17,9,2,5,3,0,0,6
U01368,20,11,4,1,0.0,2.0,7,5,16,4,2,3,0,5,5,0,10,9,2,5,3,3,4,6
U01369,20,5,4,3,0.0,7.0,7,4,21,1,2,3,3,5,5,0,3,0,2,5,3,0,0,3
U01370,20,7,4,1,0.0,0.0,7,4,21,1,2,1,5,0,0,0,0,9,2,5,3,5,1,6
U01371,14,1,4,1,0.0,5.0,7,4,0,0,1,0,0,5,5,0,13,19,3,5,3,8,0,5
U01372,11,9,4,2,0.0,2.0,7,4,21,1,2,3,3,5,5,0,3,8,3,5,3,5,1,2
U01373,11,2,4,1,0.0,3.0,7,4,21,1,0,2,13,5,5,0,13,5,3,5,3,1,2,4
U01374,16,3,3,2,0.0,3.0,7,4,21,1,2,3,9,5,5,0,9,9,3,5,3,5,3,4
U01375,20,0,4,1,0.0,3.0,7,4,21,1,2,2,10,5,5,0,10,0,1,5,3,0,1,6
U01376,20,10,4,1,3.0,3.0,7,4,21,1,2,3,11,5,5,0,11,4,4,5,3,5,1,4
U01377,16,5,4,1,0.0,0.0,7,3,21,1,0,1,12,5,5,0,7,9,2,5,3,5,4,2
U01378,20,11,4,0,0.0,3.0,7,3,0,0,1,0,0,0,0,0,0,9,1,5,3,0,2,2
U01379,20,8,4,1,0.0,0.0,7,4,21,2,2,2,3,5,5,0,3,3,4,0,1,0,1,6
U01380,15,0,4,2,0.0,3.0,6,1,21,1,2,2,5,5,5,0,17,9,3,5,3,5,6,2
U01381,15,2,4,2,3.0,3.0,6,2,21,2,2,2,3,5,5,0,15,14,2,5,3,10,1,4
U01382,12,0,4,1,0.0,0.0,7,4,21,1,2,2,3,5,5,0,10,19,2,5,3,5,0,4
U01383,19,1,4,2,0.0,6.0,7,4,21,1,0,2,3,5,5,0,5,19,4,5,3,7,0,5
U01384,20,10,4,1,3.0,3.0,7,4,0,0,1,0,0,5,5,0,4,18,2,5,3,9,4,6
U01385,19,5,4,1,0.0,2.0,7,4,21,1,0,3,18,5,5,0,3,9,2,5,3,3,4,6
U01386,16,4,4,1,0.0,0.0,7,3,21,1,2,2,3,5,5,0,11,9,1,5,3,5,1,4
U01387,14,3,4,1,3.0,3.0,7,4,0,0,1,0,0,5,10,0,5,10,1,5,3,9,2,4
U01388,20,9,4,2,3.0,2.0,7,4,21,1,0,1,3,5,5,0,3,19,3,5,3,0,0,2
U01389,15,2,4,2,4.0,3.0,4,4,21,1,2,3,3,5,5,0,3,4,3,5,3,0,0,4
U01390,13,7,4,2,0.0,0.0,7,4,21,1,2,3,9,5,5,0,3,9,1,5,3,5,0,5
U01391,19,9,4,0,1.0,1.0,7,4,21,1,0,1,5,5,5,0,3,9,2,5,3,5,3,6
U01392,18,11,4,1,0.0,1.0,4,3,21,2,2,2,3,5,5,0,5,9,2,5,3,5,3,6
U01393,20,9,4,1,2.0,2.0,2,4,21,2,2,2,3,5,5,0,17,3,2,5,3,4,3,6
U01394,13,1,4,0,0.0,3.0,7,4,21,1,2,3,3,5,5,0,3,9,2,5,3,5,2,4
U01395,20,0,4,1,2.0,3.0,7,4,16,4,2,3,3,5,5,0,3,19,1,5,3,9,0,6
U01396,19,5,4,1,0.0,0.0,7,4,21,1,0,1,5,5,5,0,5,9,1,5,3,5,1,2
U01397,20,1,4,1,1.0,0.0,4,4,8,4,0,1,8,5,5,0,8,9,3,5,3,5,5,6
U01398,17,8,4,1,0.0,2.0,4,4,16,4,2,3,10,5,5,0,18,9,2,5,3,5,2,2
U01399,18,11,2,0,0.0,3.0,6,4,0,0,1,0,0,4,5,0,13,18,3,5,3,7,1,5
U01400,20,7,4,2,3.0,3.0,7,4,21,1,0,1,3,5,10,0,5,19,2,5,3,1,0,4
U01401,18,1,4,1,0.0,1.0,7,1,21,1,2,3,3,5,5,0,5,9,1,0,1,1,3,6
U01402,20,7,4,1,0.0,4.0,7,4,21,1,2,2,6,5,5,0,6,0,2,5,3,10,4,2
U01403,16,3,4,2,0.0,7.0,7,4,21,1,0,1,14,5,5,0,5,3,2,5,3,10,0,0
U01404,17,2,4,0,0.0,3.0,7,4,21,1,0,3,12,5,5,0,11,9,4,5,3,5,1,4
U01405,12,4,4,0,0.0,0.0,7,4,21,1,0,2,3,5,5,0,5,3,2,5,3,0,2,4
U01406,18,11,4,1,0.0,3.0,7,4,21,1,1,1,8,5,5,0,8,9,1,5,3,1,5,2
U01407,19,8,4,2,0.0,3.0,7,4,0,0,1,0,0,5,5,0,15,9,3,5,3,5,0,4
U01408,10,0,4,3,0.0,5.0,7,4,21,2,0,2,8,3,5,0,8,10,3,5,3,5,1,3
U01409,20,7,4,1,5.0,6.0,7,4,0,0,1,0,0,0,0,0,0,9,2,5,3,5,0,5
U01410,20,3,4,3,3.0,5.0,7,1,0,0,1,0,0,5,5,0,8,3,1,5,3,1,1,0
U01411,11,5,4,2,0.0,4.0,7,4,21,1,2,3,11,5,5,0,11,4,1,5,3,5,1,5
U01412,18,2,4,3,0.0,0.0,7,4,21,1,2,2,3,5,5,0,5,4,4,5,3,1,1,0
U01413,12,0,4,1,0.0,4.0,7,4,21,1,0,2,13,5,5,0,17,6,2,5,3,10,1,4
U01414,20,8,4,2,0.0,5.0,7,4,0,0,1,0,0,5,5,0,7,3,2,5,3,10,1,0
U01415,20,4,4,1,0.0,0.0,7,2,0,0,1,0,0,5,5,0,3,9,3,5,3,0,0,6
U01416,19,10,3,1,2.0,2.0,7,4,0,0,1,0,0,5,10,0,3,19,1,5,3,3,0,2
U01417,14,3,4,2,0.0,4.0,7,4,21,1,2,2,8,5,5,0,10,0,2,5,3,0,1,5
U01418,20,11,4,0,0.0,0.0,4,4,16,4,2,3,11,5,5,0,9,9,2,5,3,5,1,6
U01419,17,3,5,2,4.0,4.0,4,4,21,1,2,2,3,5,5,0,3,9,4,5,3,1,0,5
U01420,17,3,4,0,0.0,0.0,7,5,21,1,0,1,3,3,5,0,10,0,3,5,3,0,3,6
U01421,17,9,4,1,0.0,2.0,2,1,21,2,2,2,3,5,5,0,10,4,4,5,3,1,2,6
U01422,20,3,4,1,0.0,0.0,4,1,0,0,1,0,0,5,5,0,3,0,2,5,3,0,2,6
U01423,20,10,4,1,2.0,2.0,7,4,21,1,2,1,5,0,0,0,0,9,2,5,3,5,3,6
U01424,8,2,4,2,0.0,0.0,7,4,21,1,0,3,13,5,5,0,3,16,2,5,3,5,0,0
U01425,19,3,4,1,2.0,2.0,7,1,21,1,0,1,5,5,5,0,17,9,1,5,3,0,1,6
U01426,18,5,4,1,0.0,0.0,7,4,0,0,1,0,0,0,0,0,0,2,1,5,3,5,6,2
U01427,19,3,5,2,3.0,3.0,7,4,0,0,1,0,0,5,5,0,3,9,1,5,3,0,0,4
U01428,18,10,4,0,0.0,0.0,4,3,21,1,2,3,11,5,5,0,11,4,2,5,3,5,2,6
